accession,assembly_stats_contig_l50,assembly_stats_contig_n50,assembly_stats_gc_count,assembly_stats_gc_percent,assembly_stats_genome_coverage,assembly_stats_number_of_component_sequences,assembly_stats_number_of_contigs,assembly_stats_number_of_scaffolds,assembly_stats_scaffold_l50,assembly_stats_scaffold_n50,assembly_stats_total_number_of_chromosomes,assembly_stats_total_sequence_length,assembly_stats_total_ungapped_length,organism_common_name,organism_infraspecific_names_isolate,organism_infraspecific_names_strain,organism_organism_name,organism_tax_id
GCA_900205295.1,1,4618754,2409858,52,55,1,1,1,1,4618754,1,4618754,4618754,,E98_3139-sc-1927833,,Salmonella enterica subsp. enterica serovar Typhi,90370
GCA_940596495.1,1,4783830,2489850,52,654,1,1,1,1,4783830,1,4783830,4783830,,,BRD948,Salmonella enterica subsp. enterica serovar Typhi,90370
GCA_940599845.1,1,4775892,2486314,52,360,1,1,1,1,4775892,1,4775892,4775892,,,BRD948,Salmonella enterica subsp. enterica serovar Typhi,90370
GCA_940618755.1,1,4790681,2493544,52,154,1,1,1,1,4790681,1,4790681,4790681,,,BRD948,Salmonella enterica subsp. enterica serovar Typhi,90370
GCA_940620125.1,1,4789758,2493117,52,134,1,1,1,1,4789758,1,4789758,4789758,,,BRD948,Salmonella enterica subsp. enterica serovar Typhi,90370
GCA_940631035.1,1,4790262,2493340,52,200,1,1,1,1,4790262,1,4790262,4790262,,,BRD948,Salmonella enterica subsp. enterica serovar Typhi,90370
GCF_000195995.1,1,4809037,2662865,52,,3,3,3,1,4809037,3,5133713,5133713,,,CT18,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341
GCA_000195995.1,1,4809037,2662865,52,,3,3,3,1,4809037,3,5133713,5133713,,,CT18,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341
GCF_000245535.1,1,4768352,2566830,52,,2,2,2,1,4768352,2,4949783,4949783,,,P-stx-12,Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12,1132507
GCA_000245535.1,1,4768352,2566830,52,,2,2,2,1,4768352,2,4949783,4949783,,,P-stx-12,Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12,1132507
GCF_000007545.1,1,4791961,2494291,52,,1,1,1,1,4791961,1,4791961,4791961,,,Ty2,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261
GCF_901457615.1,1,4839011,2521940,52,100,1,1,1,1,4839011,1,4839011,4839011,,,4316STDY6559669,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261
GCF_901457625.1,1,4837118,2521139,52,100,1,1,1,1,4837118,1,4837118,4837118,,,4316STDY6559672,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261
GCA_000007545.1,1,4791961,2494291,52,,1,1,1,1,4791961,1,4791961,4791961,,,Ty2,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261
GCA_901457615.1,1,4839011,2521940,52,100,1,1,1,1,4839011,1,4839011,4839011,,,4316STDY6559669,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261
GCA_901457625.1,1,4837118,2521139,52,100,1,1,1,1,4837118,1,4837118,4837118,,,4316STDY6559672,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261
GCF_000385905.1,1,4791958,2493813,52,,1,1,1,1,4791958,1,4791958,4791958,,,Ty21a,Salmonella enterica subsp. enterica serovar Typhi str. Ty21a,527001
GCA_000385905.1,1,4791958,2493813,52,,1,1,1,1,4791958,1,4791958,4791958,,,Ty21a,Salmonella enterica subsp. enterica serovar Typhi str. Ty21a,527001
GCF_000636135.1,1,4933618,2619714,52,55,2,2,2,1,4933618,2,5025357,5025357,,,138736,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_000715155.1,1,4763557,2536209,52,254,2,2,2,1,4763557,2,4857390,4857390,,,VNP20009,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_000743055.1,1,4793299,2518018,52,356,2,2,2,1,4793299,2,4831756,4831756,,,ATCC 13311,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_000993725.1,1,4759372,2481488,52,161,1,1,1,1,4759372,1,4759372,4759372,,,FORC_015,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001006525.1,1,4886081,2696231,52,150,8,8,8,1,4886081,8,5190370,5190370,,YUHS 05-78,YU39,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001293505.1,1,4809574,2652539,52,119,4,4,4,1,4809574,4,5088186,5088186,,,33676,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001454965.1,1,4799793,2508490,52.5,,1,1,1,1,4799793,1,4799793,4799793,,,FORC_020,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001540845.1,1,5037238,2627797,52,140,1,1,1,1,5037238,1,5037238,5037238,,SO4698-09,,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001576255.1,1,4933574,2620982,52,181,2,2,2,1,4933574,2,5027649,5027649,,,YU15,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001576275.1,1,4916170,2614558,52,175,2,2,2,1,4916170,2,5010007,5010007,,SOHS 02-20,SO2,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001577505.1,1,4912959,2613154,52,,2,2,2,1,4912959,2,5006803,5006803,,SOHS 02-68,SO3,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001617585.1,1,4958254,2632590,52,100,2,2,2,1,4958254,2,5052184,5052184,,,RM9437,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001705365.1,1,4846304,2579514,52,,2,2,2,1,4846304,2,4940133,4940133,,,NC983,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001729225.1,1,4852920,2692163,52,61,6,6,6,1,4852920,6,5172494,5172494,,,ST931R,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001756025.2,1,4868432,2589772,52,421,2,2,2,1,4868432,2,4962392,4962392,,,CFSAN008081,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001886995.1,1,4817416,2564238,52,,3,3,3,1,4817416,3,4912568,4912568,,,22495,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001887015.1,1,4806964,2555348,52,,2,2,2,1,4806964,2,4900559,4900559,,,22792,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001922185.1,1,4856460,2532822,52,100,1,1,1,1,4856460,1,4856460,4856460,,,RM10961,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_001989635.1,1,4974856,2745249,52,134.09,3,3,3,1,4974856,3,5293223,5293223,,,81741,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_002209225.1,1,4884508,2617868,52,24.12,3,3,3,1,4884508,3,5020697,5020697,,,FDAARGOS_321,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_002313125.1,1,4991167,2670447,52,169,2,2,2,1,4991167,2,5142776,5142776,,,WW012,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_002762135.3,1,4835517,2693597,52,100,6,6,6,1,4835517,6,5193062,5193062,,,BL10,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_002813935.1,1,4673894,2438712,52,265.58,1,1,1,1,4673894,1,4673894,4673894,,,FORC50,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_002947135.1,1,4870262,2591952,52,138,2,2,2,1,4870262,2,4964094,4964094,,,AR_0031,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_002983965.1,1,4822237,2627846,52,12.7457,4,4,4,1,4822237,4,5037062,5037062,,,FDAARGOS_320,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_002984285.1,1,4972718,2708602,52,24.4046,2,2,2,1,4972718,2,5192855,5192855,,,FDAARGOS_317,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_003030285.2,1,4856225,2586984,52,205,2,2,2,1,4856225,2,4952208,4952208,,,CFSAN018746,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_003031835.1,1,4698556,2454975,52,282.39,1,1,1,1,4698556,1,4698556,4698556,,,FORC58,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_003032015.1,1,4870262,2591952,52,166,2,2,2,1,4870262,2,4964094,4964094,,,PIR00538,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_003177235.1,1,4900176,2557705,52,100,1,1,1,1,4900176,1,4900176,4900176,,,DA34821,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_003177255.1,1,5070296,2642567,52,30,1,1,1,1,5070296,1,5070296,5070296,,,DA34837,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_003181075.1,1,4933577,2621012,52,60,2,2,2,1,4933577,2,5027611,5027611,,,DA34827,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_003181155.1,1,4933522,2620966,52,100,2,2,2,1,4933522,2,5027523,5027523,,,DA34833,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_003864015.1,1,4869644,2592982,52,545,2,2,2,1,4869644,2,4965568,4965568,,,ATCC 14028,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_003871895.1,1,4885108,2598836,52,268,2,2,2,1,4885108,2,4981085,4981085,,,SGSC 2190,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_003994655.1,1,4766197,2536491,52,348,2,2,2,1,4766197,2,4860161,4860161,,,RSE04,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_003999215.1,1,4867164,2591064,52,140,2,2,2,1,4867164,2,4966497,4966497,,,FORC_079,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004022525.1,1,4913154,2566568,52,54,2,2,2,1,4913154,2,4917945,4917945,,,B3589,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004194625.2,1,4930312,2569396,52,136,1,1,1,1,4930312,1,4930312,4930312,,,sg_wt7,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004323995.2,1,5002876,2723597,52,100,2,2,2,1,5002876,2,5252019,5252019,,,SJTUF11077,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004324015.2,1,4976742,2687076,52,100,2,2,2,1,4976742,2,5174582,5174582,,,SJTUF10640,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004324025.2,1,4892507,2698513,52,100,4,4,4,1,4892507,4,5205376,5205376,,,SJTUF10484,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004324035.2,1,4779995,2604143,52,100,2,2,2,1,4779995,2,5023121,5023121,,,SJTUF10452,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004324045.2,1,4972293,2698908,52,100,2,2,2,1,4972293,2,5204357,5204357,,,SJTUF10359,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004324095.2,1,4998888,2705009,52,100,2,2,2,1,4998888,2,5215085,5215085,,,SJTUF10330,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004324115.2,1,5028175,2730630,52,100,2,2,2,1,5028175,2,5266448,5266448,,,SJTUF10250,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004324125.2,1,4994555,2719829,52,100,2,2,2,1,4994555,2,5245032,5245032,,,SJTUF10236,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004324135.2,1,4996725,2702209,52,100,2,2,2,1,4996725,2,5210295,5210295,,,SJTUF10231,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004324145.2,1,4996934,2718152,52,100,3,3,3,1,4996934,3,5241325,5241325,,,SJTUF10057,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004324245.2,1,4997397,2721033,52,100,2,2,2,1,4997397,2,5246549,5246549,,,SJTUF10648,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004324275.2,1,4990411,2717114,52,100,2,2,2,1,4990411,2,5239563,5239563,,,SJTUF10169,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004324315.2,1,4997304,2724219,52,100,2,2,2,1,4997304,2,5253384,5253384,,,SJTUF10112,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004337735.2,1,4941012,2709751,52,100,3,3,3,1,4941012,3,5224177,5224177,,,SJTUF11216,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004337745.2,1,4917130,2765887,52,100,3,3,3,1,4917130,3,5335853,5335853,,,SJTUF10405,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004792435.1,1,4854979,2584056,52,100,2,2,2,1,4854979,2,4948841,4948841,,,PNCS014851,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_004919365.1,1,4942800,2625318,52,100,2,2,2,1,4942800,2,5036798,5036798,,,PNCS014862,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_005166225.1,1,4634278,2416038,52,350,1,1,1,1,4634278,1,4634278,4634278,,,FORC88,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_005537375.1,1,4923481,2617794,52,100,3,3,3,1,4923481,3,5022883,5022883,,,PNCS014879,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_005844025.1,1,4982919,2719064,52,50,2,2,2,1,4982919,2,5237671,5237671,,,TJWQ005,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_005885855.1,1,4902004,2557977,52,456,2,2,2,1,4902004,2,4905613,4905613,,,SAP17-7399,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_005885875.1,1,4883741,2595345,52,230,2,2,2,1,4883741,2,4977610,4977610,,,SAP17-7699,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_005885895.1,1,4857789,2587403,52,264,2,2,2,1,4857789,2,4963459,4963459,,,SAP17-7299,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_005885935.1,1,4965236,2637014,52,256,2,2,2,1,4965236,2,5059269,5059269,,,SAP17-8290,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_006088735.1,1,4870261,2591944,52,161,2,2,2,1,4870261,2,4964093,4964093,,,14028,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_006351805.1,1,4813658,2563097,52,192,2,2,2,1,4813658,2,4907588,4907588,,,SAP18-6199,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_006384195.1,1,4865212,2634551,52,176,3,3,3,1,4865212,3,5052667,5052667,,,10ST07093,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_007431545.1,1,4855239,2530443,52,350,1,1,1,1,4855239,1,4855239,4855239,,,FORC098,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_009497835.1,1,4837346,2653816,52,308,4,4,4,1,4837346,4,5096576,5096576,,,SL26,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_009497855.1,1,4764173,2634940,52,433,6,6,6,1,4764173,6,5060451,5060451,,,SO21,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_009664575.1,1,4964749,2593270,52,370,2,2,2,1,4964749,2,4969000,4969000,,,AUSMDU00010530,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_009664595.1,1,4865665,2634847,52,316,3,3,3,1,4865665,3,5053299,5053299,,,AUSMDU00010529,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_009664635.1,1,5022086,2696812,52,99,2,2,2,1,5022086,2,5166907,5166907,,,AUSMDU00008979,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_009857075.1,1,4870266,2591948,52,43,2,2,2,1,4870266,2,4964098,4964098,,,RM13672,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_009884375.1,1,4957978,2655235,52,324,3,3,3,1,4957978,3,5091224,5091224,,,NCCP 16207,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_011304815.1,1,4863742,2662958,52,295,5,5,5,1,4863742,5,5113293,5113293,,,YU07-18,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_012050025.1,1,4994712,2732016,52,33,3,3,3,1,4994712,3,5259011,5259011,,,ST46,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_012051085.1,1,4974417,2672821,52,51,2,2,2,1,4974417,2,5121995,5121995,,,ST113,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_012051245.1,1,4962482,2694247,52,89,3,3,3,1,4962482,3,5195418,5195418,,,ST106,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_012051385.1,1,5038546,2725037,52,19,3,3,3,1,5038546,3,5225110,5225110,,,ST101,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_012051625.1,1,4906732,2703762,52,94,5,5,5,1,4906732,5,5177998,5177998,,,ST90,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_012052225.1,1,4995493,2732295,52,40,3,3,3,1,4995493,3,5259999,5259999,,,ST45,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_012530215.1,1,4815388,2562375,52,99,2,2,2,1,4815388,2,4909186,4909186,,,OLF-FSR1_WB_Hawk_ST-33,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_012530335.1,1,4819669,2513552,52,99,1,1,1,1,4819669,1,4819669,4819669,,,OLF_FSR1_WB_Finch_ST-13,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_013206965.1,1,4881794,2689671,52,196,5,5,5,1,4881794,5,5159478,5159478,,,SS2017,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_013207105.1,1,4879234,2688305,52,80,5,5,5,1,4879234,5,5155580,5155580,,,SL7207,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_013416235.1,1,5022825,2761088,52,10,2,2,2,1,5022825,2,5321447,5321447,,,GSJ/2017-Sal-008,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_014250355.1,1,4877978,2595715,52,200,3,3,3,1,4877978,3,4973766,4973766,,,BKQZM9,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_014334155.1,1,4857466,2536644,52,1050,1,1,1,1,4857466,1,4857466,4857466,,,LT2,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_015052745.1,1,4899433,2557628,52,112.539,1,1,1,1,4899433,1,4899433,4899433,,,BBS1407,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_015052765.1,1,4817809,2557716,52,206.102,2,2,2,1,4817809,2,4899590,4899590,,,BBS1406,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_015052785.1,1,4899622,2607186,52,112.591,2,2,2,1,4899622,2,4992900,4992900,,,BBS1359,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_015052805.1,1,4899618,2557736,52,271.734,1,1,1,1,4899618,1,4899618,4899618,,,BBS1358lrg,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_015052825.1,1,4817841,2557721,52,117,2,2,2,1,4817841,2,4899622,4899622,,,BBS1358sml,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_015074905.1,1,4790379,2654995,52,100,7,7,7,1,4790379,7,5096319,5096319,,,R17.1451,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_015475615.1,1,4817454,2609603,52,329,3,3,3,1,4817454,3,4999571,4999571,,,LT7,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_015565735.1,1,4638880,2414441,52,120,1,1,1,1,4638880,1,4638880,4638880,,,NCTC 74,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_015697745.1,1,5024322,2756117,52,300,3,3,3,1,5024322,3,5314704,5314704,,,S585,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_015697785.1,1,4944769,2702000,52,300,2,2,2,1,4944769,2,5205476,5205476,,,S441,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_015697805.1,1,4971941,2714251,52,300,2,2,2,1,4971941,2,5225758,5225758,,,S438,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_015697825.1,1,4937766,2727712,52,300,5,5,5,1,4937766,5,5263346,5263346,,,S304,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_015732575.1,1,5038289,2747024,52,300,3,3,3,1,5038289,3,5294294,5294294,,,S520,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_016025415.2,1,4972399,2769297,52,100,5,5,5,1,4972399,5,5337397,5337397,,,R18.1078,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_016452165.1,1,4884266,2719414,52,588,6,6,6,1,4884266,6,5230756,5230756,,,CVM 28321-a,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_016454365.1,1,4870722,2699756,52,929,5,5,5,1,4870722,5,5196506,5196506,,,CVM 24362,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_016454445.1,1,4860673,2665323,52,240,3,3,3,1,4860673,3,5112424,5112424,,,CVM 24350,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_016454605.1,1,4820130,2616775,52,343,3,3,3,1,4820130,3,5015052,5015052,,,CVM 20762,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_016864495.1,1,4870224,2611557,52,340.3,3,3,3,1,4870224,3,5005443,5005443,,,ATCC 14028,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_016952595.1,1,4884345,2605614,52,508,3,3,3,1,4884345,3,4995795,4995795,,,CVM 28321-b,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_017094605.1,1,4862477,2536598,52,768.531,1,1,1,1,4862477,1,4862477,4862477,,,AB42049,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_017893505.1,1,4796355,2555765,52.5,689,2,2,2,1,4796355,2,4890294,4890294,,,ER3625,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_017893625.1,1,4796208,2555678,52.5,352,2,2,2,1,4796208,2,4890146,4890146,,,LB5000,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_018310415.1,1,4857880,2587448,52.5,1000,2,2,2,1,4857880,2,4951813,4951813,,,A_cip,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_018310435.1,1,4858033,2587501,52.5,1000,2,2,2,1,4858033,2,4951966,4951966,,,C_cip,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_018310455.1,1,4858114,2587549,52.5,1000,2,2,2,1,4858114,2,4952047,4952047,,,2B_cip,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_018326605.1,1,4857450,2586545,52,1000,2,2,2,1,4857450,2,4951383,4951383,,,SO_8752_Stm,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_019670205.1,1,4968591,2590784,52,324,1,1,1,1,4968591,1,4968591,4968591,,,L-4126,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_020691725.1,1,5004066,2661453,52,110,5,5,5,1,5004066,5,5106141,5106141,,,S29,Salmonella enterica subsp. enterica serovar Typhimurium,90371
GCF_020714685.1,1,4790182,2492862,52,219,1,1,1,1,4790182,1,4790182,4790182,,,Raikou,Salmonella enterica subsp. enterica serovar Typhimurium,90371
